year_x,country_name,life_ladder,quality_of_life_index,purchasing_power_index,crime_index,health_care_index,cost_of_living_index,pollution_index,log_gdp_per_capita,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,perceptions_of_corruption,positive_affect,negative_affect
2022,Netherlands,7.39,196.7,107.8,27.3,77.1,68.6,23.7,10.981,0.929,71.625,0.868,0.459,0.711,0.198
2022,Denmark,7.545,194.7,105.0,26.6,79.2,78.6,21.3,10.994,0.97,71.375,0.93,0.203,0.787,0.205
2022,Switzerland,6.884,193.6,118.7,23.6,74.5,114.2,19.6,11.184,0.881,73.1,0.848,0.235,0.71,0.18
2022,Luxembourg,7.228,192.9,127.1,35.1,75.0,73.2,21.9,11.66,0.878,71.675,0.915,0.345,0.718,0.218
2022,Finland,7.729,190.5,98.8,26.8,77.1,67.5,12.0,10.814,0.974,71.225,0.959,0.19,0.741,0.191
2022,Iceland,7.449,187.5,90.1,24.9,67.0,83.3,15.2,10.935,0.985,72.075,0.936,0.692,0.768,0.178
2022,Austria,6.999,185.8,91.2,27.3,77.2,66.0,21.5,10.939,0.876,71.275,0.856,0.524,0.718,0.226
2022,Australia,7.035,183.0,110.9,45.5,75.3,75.3,25.4,10.854,0.942,71.125,0.854,0.545,0.711,0.244
2022,Norway,7.295,182.7,95.0,33.5,76.7,88.6,17.7,11.111,0.927,71.55,0.939,0.314,0.759,0.211
2022,Germany,6.608,179.0,107.6,37.6,71.9,62.9,28.8,10.899,0.916,71.5,0.895,0.417,0.668,0.201
2022,New Zealand,6.975,176.7,93.0,45.8,71.0,72.9,24.2,10.682,0.956,70.425,0.831,0.281,0.706,0.21
2022,Japan,6.178,176.3,100.4,23.1,80.3,64.6,39.2,10.636,0.899,74.475,0.789,0.643,0.67,0.165
2022,Sweden,7.431,175.8,101.2,48.5,68.6,62.9,18.0,10.913,0.949,72.275,0.939,0.213,0.75,0.163
2022,Spain,6.337,173.8,82.5,35.7,77.9,50.6,39.6,10.587,0.934,72.475,0.781,0.673,0.636,0.32
2022,United States,6.693,172.7,115.7,49.0,68.6,72.4,36.1,11.079,0.9,65.725,0.736,0.701,0.712,0.267
2022,Estonia,6.357,171.9,61.4,25.1,74.1,54.8,17.9,10.571,0.933,69.875,0.904,0.39,0.767,0.187
2022,Slovenia,6.723,169.3,61.7,24.2,65.3,50.8,22.7,10.644,0.942,71.225,0.93,0.762,0.625,0.242
2022,United Kingdom,6.722,166.4,98.9,46.9,74.1,61.5,40.4,10.754,0.863,70.4,0.857,0.426,0.723,0.27
2022,Portugal,5.953,163.8,51.7,31.5,71.5,45.3,30.6,10.487,0.862,71.375,0.903,0.893,0.638,0.316
2022,Czechia,6.695,163.6,71.8,26.6,75.5,48.9,35.3,10.656,0.944,69.175,0.908,0.831,0.743,0.246
2022,Croatia,5.579,163.2,56.2,24.6,63.9,46.7,32.0,10.458,0.91,69.125,0.593,0.875,0.573,0.267
2022,Canada,6.918,162.3,102.1,44.3,70.4,66.1,29.1,10.803,0.929,71.45,0.838,0.442,0.719,0.287
2022,Lithuania,7.038,161.5,56.7,33.0,73.2,48.8,25.7,10.602,0.937,67.75,0.71,0.685,0.471,0.132
2022,Belgium,6.857,157.3,94.5,49.1,75.2,65.6,50.1,10.878,0.923,71.05,0.89,0.483,0.718,0.235
2022,Ireland,6.87,154.0,82.6,45.9,51.8,70.5,34.8,11.625,0.906,71.4,0.895,0.358,0.738,0.234
2022,France,6.614,153.8,86.2,55.3,79.4,68.7,42.9,10.737,0.866,72.4,0.798,0.533,0.688,0.249
2022,Latvia,6.055,153.2,52.9,37.7,62.4,50.9,31.5,10.407,0.928,66.5,0.817,0.844,0.632,0.161
2022,Israel,7.662,148.4,80.5,32.6,73.5,76.4,57.4,10.692,0.954,72.85,0.775,0.655,0.583,0.183
2022,Italy,6.258,140.9,66.5,46.9,66.3,61.3,54.7,10.685,0.869,72.125,0.711,0.819,0.624,0.298
2022,Poland,6.666,139.9,64.0,29.2,57.6,38.6,54.5,10.509,0.886,69.225,0.8,0.667,0.594,0.14
2022,Hungary,5.861,134.3,53.1,33.9,54.4,39.2,47.7,10.484,0.937,67.65,0.776,0.848,0.628,0.25
2022,South Korea,5.95,133.0,85.5,25.5,83.0,70.4,62.3,10.726,0.81,73.925,0.723,0.747,0.585,0.233
2022,Romania,6.437,132.9,52.5,32.0,56.5,37.4,58.5,10.404,0.83,67.175,0.836,0.941,0.615,0.258
2022,Bulgaria,5.378,131.6,51.2,38.0,56.7,40.5,63.7,10.138,0.953,66.6,0.741,0.942,0.582,0.165
2022,Uruguay,6.671,131.4,38.4,52.7,68.4,59.9,43.9,10.084,0.905,67.5,0.878,0.631,0.775,0.267
2022,Greece,5.9,128.6,41.9,47.0,57.5,54.6,51.6,10.364,0.875,71.275,0.563,0.874,0.589,0.183
2022,Mexico,7.038,127.0,43.5,54.4,72.5,37.3,58.5,9.876,0.858,65.8,0.861,0.78,0.818,0.205
2022,Ecuador,5.887,122.0,37.0,59.4,69.5,35.1,58.4,9.29,0.825,69.25,0.759,0.866,0.777,0.356
2022,Panama,5.979,119.0,36.4,43.7,61.0,48.2,57.3,10.333,0.891,69.0,0.899,0.887,0.821,0.259
2022,Georgia,5.293,118.6,25.9,25.9,54.8,38.9,67.8,9.746,0.754,65.075,0.821,0.655,0.503,0.233
2022,India,3.93,117.9,64.6,44.6,65.1,22.4,73.0,8.85,0.608,61.2,0.893,0.771,0.596,0.432
2022,Jordan,4.356,116.8,38.0,41.0,64.9,46.8,76.4,9.134,0.774,67.6,0.759,0.715,0.521,0.435
2022,Ukraine,4.637,112.5,38.1,46.7,55.2,25.6,62.1,9.049,0.863,64.675,0.829,0.852,0.527,0.39
2022,Argentina,6.261,111.0,36.8,64.3,68.9,31.2,51.3,10.011,0.893,67.25,0.825,0.81,0.724,0.284
2022,North Macedonia,5.167,110.0,38.2,40.9,55.3,31.4,79.7,9.733,0.85,66.7,0.723,0.937,0.555,0.277
2022,Morocco,4.596,106.5,33.6,46.8,45.8,29.3,69.3,8.996,0.564,64.0,0.795,0.802,0.573,0.414
2022,Brazil,6.257,105.2,28.7,66.6,58.2,34.7,53.7,9.611,0.866,65.925,0.83,0.742,0.681,0.341
2022,Russia,6.044,103.0,40.9,39.3,59.7,40.8,60.9,10.203,0.92,65.325,0.776,0.767,0.614,0.211
2022,Chile,6.415,102.0,37.3,58.1,64.4,44.1,77.9,10.154,0.887,70.45,0.793,0.796,0.775,0.253
2022,Kenya,4.448,101.4,32.8,57.0,61.8,32.4,69.2,8.499,0.691,58.9,0.706,0.878,0.725,0.281
2022,Colombia,5.892,101.2,31.1,60.2,67.9,23.1,63.1,9.66,0.877,69.525,0.799,0.863,0.762,0.306
2022,Thailand,6.007,100.5,33.2,38.7,77.9,40.7,75.3,9.777,0.867,68.525,0.881,0.868,0.773,0.218
2022,Indonesia,5.585,98.0,27.5,45.9,60.5,31.2,67.1,9.425,0.834,63.175,0.903,0.862,0.818,0.269
2022,Kazakhstan,6.006,97.6,38.1,52.7,59.9,28.1,73.1,10.187,0.923,66.2,0.883,0.72,0.652,0.132
2022,Vietnam,6.267,89.3,31.5,44.5,59.3,35.7,85.1,9.333,0.879,65.6,0.975,0.703,0.774,0.108
2022,Lebanon,2.352,88.9,22.7,46.2,63.2,65.8,89.4,9.428,0.535,66.225,0.45,0.883,0.298,0.43
2022,Peru,5.892,81.8,31.3,67.6,55.9,32.4,82.4,9.449,0.823,70.025,0.764,0.884,0.755,0.378
2022,Iran,4.977,73.8,21.1,49.9,52.3,35.2,75.3,9.638,0.8,66.75,0.57,0.766,0.521,0.466
2022,Bangladesh,3.408,70.1,26.9,62.6,42.3,26.6,85.1,8.743,0.404,64.675,0.865,0.617,0.394,0.448
2021,Switzerland,7.328,195.3,118.4,21.7,74.8,123.3,19.6,11.171,0.934,72.9,0.908,0.287,0.747,0.183
2021,Denmark,7.699,192.4,99.5,26.6,80.1,84.1,21.0,10.968,0.945,71.25,0.933,0.173,0.792,0.206
2021,Netherlands,7.314,185.4,88.0,27.9,75.6,75.7,25.1,10.944,0.919,71.55,0.856,0.397,0.714,0.201
2021,Finland,7.794,185.0,91.0,27.3,76.3,73.2,12.1,10.795,0.97,71.15,0.963,0.192,0.752,0.175
2021,Australia,7.112,183.8,104.6,43.8,78.1,77.7,23.9,10.815,0.92,71.05,0.912,0.454,0.74,0.235
2021,Iceland,7.565,182.3,77.1,23.5,66.4,94.9,15.8,10.889,0.98,72.05,0.923,0.664,0.806,0.159
2021,Germany,6.755,180.3,103.1,36.4,73.2,65.6,27.8,10.881,0.868,71.3,0.778,0.418,0.703,0.251
2021,Austria,7.08,179.2,77.3,26.1,76.7,71.0,21.7,10.899,0.863,71.15,0.795,0.501,0.722,0.259
2021,New Zealand,7.137,176.8,83.6,43.3,73.3,74.5,23.6,10.667,0.95,70.35,0.91,0.252,0.747,0.206
2021,Norway,7.362,176.4,83.1,33.8,76.8,100.9,17.9,11.092,0.948,71.5,0.936,0.263,0.769,0.207
2021,Sweden,7.439,175.3,98.1,49.0,68.7,71.7,18.3,10.89,0.932,72.15,0.953,0.191,0.763,0.19
2021,Estonia,6.554,174.2,63.5,23.8,73.3,53.7,19.7,10.564,0.946,69.65,0.926,0.441,0.761,0.176
2021,United States,6.959,170.7,106.3,48.2,69.1,70.1,35.3,11.061,0.92,65.85,0.816,0.687,0.74,0.277
2021,Japan,6.091,169.5,87.1,22.1,80.5,77.0,38.8,10.616,0.896,74.35,0.801,0.67,0.674,0.189
2021,Slovenia,6.761,169.0,59.5,22.7,65.2,53.9,22.9,10.598,0.955,71.05,0.851,0.754,0.643,0.261
2021,Spain,6.47,168.5,70.0,33.9,78.4,53.9,39.7,10.543,0.926,72.35,0.782,0.729,0.639,0.324
2021,Czechia,6.942,162.6,66.5,25.5,75.3,48.2,35.9,10.615,0.95,69.05,0.891,0.863,0.716,0.24
2021,Portugal,6.183,162.5,46.8,30.6,72.0,47.9,30.5,10.424,0.895,71.25,0.892,0.872,0.629,0.284
2021,Lithuania,6.865,161.8,58.7,33.3,71.9,45.6,26.7,10.579,0.928,67.4,0.707,0.878,0.667,0.191
2021,United Kingdom,6.867,161.7,88.8,46.5,74.8,69.7,40.2,10.714,0.854,70.3,0.815,0.448,0.684,0.266
2021,Canada,6.939,160.4,88.0,42.9,71.3,70.2,28.8,10.777,0.926,71.4,0.898,0.384,0.763,0.276
2021,Croatia,6.287,159.2,47.5,24.1,64.1,48.9,31.2,10.362,0.918,68.95,0.842,0.934,0.64,0.274
2021,France,6.656,156.7,85.4,52.4,80.2,74.1,42.4,10.714,0.915,72.3,0.837,0.561,0.685,0.268
2021,Ireland,6.828,154.5,82.3,45.5,52.3,76.1,34.8,11.538,0.85,71.3,0.846,0.36,0.733,0.245
2021,Belgium,6.882,151.9,79.7,45.4,75.5,72.6,50.1,10.854,0.915,70.9,0.823,0.523,0.687,0.26
2021,Singapore,6.587,151.6,91.3,27.6,71.1,84.0,33.3,11.571,0.876,73.8,0.879,0.145,0.697,0.16
2021,Slovakia,6.419,151.2,54.7,30.2,60.3,44.7,39.1,10.369,0.951,68.95,0.742,0.896,0.692,0.241
2021,Latvia,6.353,150.8,51.6,38.7,62.4,48.5,32.7,10.376,0.954,66.4,0.815,0.84,0.716,0.186
2021,Cyprus,6.269,147.1,57.3,32.1,52.0,59.0,56.9,10.638,0.855,72.8,0.718,0.876,0.641,0.275
2021,Israel,7.578,146.1,75.6,32.1,73.8,88.1,57.7,10.647,0.917,72.7,0.82,0.726,0.558,0.217
2021,Italy,6.467,141.1,61.7,45.2,66.8,66.5,54.1,10.644,0.886,72.05,0.703,0.862,0.634,0.318
2021,Poland,5.978,140.0,60.0,29.8,57.8,39.0,54.7,10.461,0.936,69.05,0.732,0.744,0.7,0.277
2021,Hungary,6.227,137.1,52.0,34.3,53.4,40.7,47.9,10.422,0.948,67.5,0.727,0.832,0.668,0.192
2021,South Africa,5.599,136.0,78.4,76.1,64.0,42.1,56.6,9.496,0.922,57.25,0.704,0.892,0.784,0.173
